,,▲,一般レストラン（経営者）,来客数の動き,・通常忙しくなる金曜日でも客の動向が読めない。周囲の飲食業も同様であり、曜日に関係なく予約は入るものの、静かである。,,
,,▲,一般レストラン（経営者）,お客様の様子,・会社関係の客単価にはあまり変化がないが、個人客の単価は低下している。フランチャイズ店間の価格競争があるなか、賃金の上昇が緩やかな流れになっているようであり、なかなか思い切った消費には結びついていない。,,
,,▲,都市型ホテル（スタッフ）,来客数の動き,・前年同時期と比較して、法人や団体などのバンケット利用が減少している。,,
,,▲,都市型ホテル（スタッフ）,販売量の動き,・宿泊稼働率が前年を下回っており、宴会に関しても件数が前年を下回っている。,,
,,▲,旅行代理店（経営者）,販売量の動き,・例年と比べて連休の並びが悪かったことと、台風が連続したことにより、出控える人が多かったように見受けられる。このことから、景気が良くないと判断している。,,
,,▲,観光名所（職員）,来客数の動き,・フリー客が止まった感があり、22日以降の連休の入込が前年より約10％も減少している。,,
,,▲,観光名所（職員）,来客数の動き,・９月に発生した豪雨被害などによる影響もあり、これまでよりも更に来客数が減少している。,,
,,▲,遊園地（経営者）,来客数の動き,・大型連休のあった前年と比較して、来客数が減少することは織り込み済みである。しかし、今年は平年の40％の日照率であり雨も多く、業績は弱含んでいる。,,
,,▲,競艇場（職員）,単価の動き,・３か月前と比較して、客単価が落ちてきている。,,
,,▲,美容室（経営者）,来客数の動き,・夏の消費の反動か、来店の周期が少し伸びている。そのため、来客数がやや減少傾向にある。,,
,,▲,美容室（経営者）,来客数の動き,・周辺から会社がどんどん無くなっている。不景気になり客の動きもずっと悪くなっている。,,
,,×,一般小売店［書籍］（経営者）,販売量の動き,・オリンピックや、政治に対する不安などにより、消費マインドが一層下がっている。,,
,,×,一般小売店［医薬品］（経営者）,来客数の動き,・９月上旬に大きなイベントがあり、会場には多くの人が集まったが、その人達が繁華街へと流れることはほとんど無かった。そのため、来客数が落ち込んでいる。,,
,,×,スーパー（経営者）,競争相手の様子,・大手スーパーを中心に、デフレ価格に戻りつつある。客の節約志向と合わせて厳しさが増している。,,
,,×,一般レストラン（経営者）,来客数の動き,・今年は店を始めて20年になるが、最も静かな９月である。市内各地で様々なイベントが開催され、さらに、天候が悪い日が続いているため、昼間も夜間も極端に低調な営業となっている。,,
"企業
動向
関連

(東北)",,◎,建設業（従業員）,受注量や販売量の動き,・大型官庁工事の設計変更などを先行計上したことにより、業績が上向いている。,,
,,○,一般機械器具製造業（経営者）,受注量や販売量の動き,・顧客からの受注量が回復してきている。,,
,,○,電気機械器具製造業（企画担当）,受注価格や販売価格の動き,・半導体製品の大口受注価格が徐々に回復傾向にあり、それが事業実績に少しずつではあるが、反映されてきている。,,
