,,□,人材派遣会社（社員）,周辺企業の様子,・例年この時期は土日休みの中心部の事務案件が多いが、最近の傾向では時給が極端に低いシフト制や平日休みの依頼の方が多く事務派遣や土日休みに慣れている層には受け入れてもらえず人材確保に依然苦戦している状況である。企業側も自社対応が難しいものを依頼してくる割に納期の制限が厳しいため派遣会社側は納期と人材確保の板ばさみに合っている。,
,,□,新聞社［求人広告］（担当者）,周辺企業の様子,・製造業は依然として順調であるが、建設業の減少が大きく、卸小売業の減少、金融保険業も減少しており、総体ではプラスマイナスゼロの状況である。,
,,□,職業安定所（職員）,雇用形態の様子,・求人数は前月比横ばいで、前年比を上回るものの、依然として臨時、アルバイト、パート及び派遣、請負等の非正規型の求人が多い。,
,,□,職業安定所（職員）,求人数の動き,・新規求人数の伸び率が一段落しているように思われ、またその伸びも、請負等の非正規型求人や特定の業種に支えられている状況がうかがえる｡,
,,▲,アウトソーシング企業（社員）,それ以外,・仕事は増えているが、料金面で値下げ要求が多くなっている。また、他県、他地方からの依頼も時々くるが、それだけ仕事が広域化すると質より金額が求められやすくなる。,
,,×,－,－,－,
,,,,,,
　３．北関東（地域別調査機関：（財）日本経済研究所）,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,
"家計
動向
関連

(北関東)",,◎,－,－,－,
,,○,家電量販店（店長）,販売量の動き,・オリンピック以降、大型商品の動きが良くなってきている。,
,,○,乗用車販売店（経営者）,販売量の動き,・低価格車の販売が多く、ユーザーからの交渉も厳しいことから、高利益は望めないものの、新車、中古車ともに売行きがやや上向き傾向にある。,
,,○,乗用車販売店（販売担当）,お客様の様子,・来客数が増加するとともに、客が購入する車が少しずつ高額になってきている。中古車も高額車が売れるようになってきているので、景気は良くなってきている。,
,,○,タクシー（経営者）,お客様の様子,・深夜の売上が良くなっている。,
,,○,ゴルフ練習場（経営者）,単価の動き,・単価の安い商品だけでなく、高額品が少し動いてきている。,
,,□,商店街（代表者）,来客数の動き,・街の催事等が開催されると多くの来客があるが、終了と同時に元の誰もいない通りに戻る。,
,,□,一般小売店［精肉］（経営者）,お客様の様子,・彼岸になっても真夏の暑さが続き、消費者はぐったりしてあまり食欲が出ないので、食品関係の商売は良くない。,
,,□,スーパー（統括）,単価の動き,・買物頻度の増加に伴い、来客数は相変わらず増加しているが、買上単価の落ち込みも続いている。衣料品は単価の落ち込みと残暑による秋物の不振で、苦戦を強いられている。,
,,□,コンビニ（経営者）,来客数の動き,・相対的な販売量は変わらないが、朝の客足の動きが良くなり、夕方から夜にかけては鈍る傾向にある。,
,,□,衣料品専門店（経営者）,お客様の様子,・ジュエリーやバッグなどの展示企画により客単価が上昇し、全体の売上は３か月前、前年の実績を大幅に上回っている。一方、婦人服は残暑の影響で15％程度減少しているので、総じて変わらない。,
,,□,衣料品専門店（経営者）,お客様の様子,・残暑が厳しく、客はなかなか夏物から秋物に移行せず、買い控えをする傾向にある。,
