,,□,スーパー（店員）,単価の動き,・セールを仕掛けても客は低単価品にしか反応せず、買上点数も少ない。,
,,□,スーパー（店員）,販売量の動き,・平日はまずまずであるが、土曜、日曜の売上がかなり落ち込んでいる。,
,,□,コンビニ（エリア担当）,来客数の動き,・客単価は若干の低下傾向が続いているが、来客数は少し増加している。,
,,□,コンビニ（エリア担当）,それ以外,・厳しい競合状態は依然として継続している。対前年比売上も厳しい状況が続いている。,・厳しい競合状態は依然として継続している。前年比売上も厳しい状況が続いている。
,,□,コンビニ（店長）,販売量の動き,・目当て商品の購入が多く、衝動買いがない。,
,,□,コンビニ（売場担当）,単価の動き,・愛知万博の影響で隣接地域の店舗売上は増加しているが、それ以外の既存店の売上は平行線である。,
,,□,乗用車販売店（従業員）,競争相手の様子,・新車の販売台数は好調であるが、整備工場への入庫がかなり落ち込んでいる。特に車検は、車検料金だけで判断しない客は当社へ入庫してくれているが、そうでない客は他社の格安車検に奪われている。結果的に、薄利で売上も減少し、思うような利益は確保できていない。,
,,□,乗用車販売店（従業員）,販売量の動き,"・３月は最需要月であるが、残念ながら前年実績を下回っている。特に月後半は受注台数が急落している。
・販売車の車種構成をみると、小型車、ＲＶ車が中心で単価の低下による利幅縮小傾向が続いており、利益確保は相変わらず困難である。",
,,□,乗用車販売店（従業員）,販売量の動き,・低価格商品の動きはやや良いが、全体としてはあまり変わらない。,
,,□,自動車備品販売店（経営者）,それ以外,・カー用品店では、消耗品に特化した品ぞろえの小型店、品ぞろえが豊富な大型店は消耗品需要で順調であるが、中型店では品ぞろえが問題なのか良くない。,
,,□,住関連専門店（営業担当）,販売量の動き,・建設業界では公共工事、民間設備投資、一般住宅ともに価格競争が激化しており、厳しい状況である。,
,,□,一般レストラン（経営者）,単価の動き,・客単価来客数ともあまり変化はない。,
,,□,一般レストラン（スタッフ）,来客数の動き,・愛知万博開催の波及効果は、期待していたほどではない。,
,,□,スナック（経営者）,来客数の動き,・雨の日が多いなど天候不順が続き、客足は遠のいている。花粉症の客が飲酒を控えているのも影響している。,
,,□,都市型ホテル（スタッフ）,来客数の動き,・送別会の時期であるが、大人数が無くなり、少人数になっている。,
,,□,旅行代理店（経営者）,それ以外,・中部国際空港、愛知万博に加えて新規商業施設が次々誕生しているが、客の流れは総じて芳しくない。旅行需要も愛知万博に向かっているようで、例年より良くない。,
,,□,旅行代理店（従業員）,お客様の様子,・建設業を中心に中小企業は業績が芳しくない様子で、社員旅行や下請け、取引先の招待旅行の復活は期待出来ない。また、昨年まで続けていた旅行も中止になっている。弊社の取扱も横ばいである。,・建設業を中心に中小企業は業績が芳しくない様子で、社員旅行や下請、取引先の招待旅行の復活は期待出来ない。また、前年まで続けていた旅行も中止になっている。弊社の取扱も横ばいである。
,,□,旅行代理店（従業員）,単価の動き,・中部国際空港の開港で飛行機利用の旅行が増加しているが、低料金の商品しか売れていないのが現状である。,
