,,□,経営コンサルタント,取引先の様子,・気候がやっと冬型になったもののタイミング的に遅く、取り返すほどのパワーはない。,
,,▲,繊維工業（総務担当）,競争相手の様子,・相変わらず秋冬、春夏共に受注量が前年を下回りつつある。産地全体でもその傾向になっている。先日も産地大手のメーカーが自己破産し、200名近い解雇者が出た。,
,,▲,木材木製品製造業（経営者）,受注価格や販売価格の動き,・住宅部材メーカーであるが、輸入品が増加し供給過剰となり、製品価格が低下し収益性が悪化している。,
,,▲,一般機械器具製造業（経理担当）,受注量や販売量の動き,・自動車部品については、数量は輸出を中心に堅調に推移しているが、円高の影響で採算は悪化傾向にある。携帯電話用部品については計画比30％減と、受注量が更に減っている。,
,,▲,電気機械器具製造業（経営者）,取引先の様子,・今月は稼働日数の関係もあり、各社で一部生産調整のような状況になっている。前年に比べ80％台と低迷しており、新案件対応の機種も一段落し、地元の加工業も余裕があるようである。,
,,▲,広告業協会（役員）,取引先の様子,・広告業界は下期に入りサービス産業の出稿が大幅に減じたり、自動車ディーラーの新車発売の出稿が少なかったりなど厳しくなってきている。この状況では上期の上昇分を食いつぶし前年比プラスマイナスゼロかマイナスに陥るかもしれない。,
,,▲,広告代理店（従業員）,受注価格や販売価格の動き,・計画よりも低い実績となっている。計画比でも10月より低く、受注価格の低迷に歯止めがかからない状況である。物件数は前年度同月よりも120％と多い。当然10月より物件数は多いものである。,
,,▲,その他非製造業［飲食料品卸売業］（経営者）,競争相手の様子,・商品の動きがよくないことが原因だと思うが、納入価格が一段と安くなり何が標準なのか分からなくなっている。,・商品の動きが良くないことが原因だと思うが、納入価格が一段と安くなり何が標準なのか分からなくなっている。
,,▲,その他企業［企画業］（経営者）,取引先の様子,・住宅建材の出荷が半年前に比べ１割弱下降している。,
,,▲,その他企業［管理業］（従業員）,それ以外,・２月から工場の交替勤務者の形態を変更する。それくらい暇になってきているということである。,
,,×,コピーサービス業（経営者）,受注量や販売量の動き,・２～３か月前に比べ、商談件数が減少している。また受注件数も同様に減少しており、売上も利益も減少している。また前年に比べてもマイナスになっている状況である。,
"雇用
関連

(東北)",,◎,人材派遣会社（社員）,雇用形態の様子,・当社のクライアント、業種は多岐にわたっているが、当面の繁忙期を外部要員（派遣社員、請負社員）の活用以外は選ばずの傾向を更に感じる。システム開発会社、生損保、金融ファイナンス、住宅関連企業等が今月の受注先業種である。,
,,○,人材派遣会社（社員）,周辺企業の様子,・最近は市内中心部より郊外の製造会社等の求人が好調であるが、反面技術者や経理、英語スキル等専門分野での経験者及び車通勤が可能な人と条件が絞られている。ただし人員確保が難しいだけにトライアル採用の提案も出てきており、経験薄の若年者採用もまんざらではなく都度採用も検討してもらっている。,
