,,▲,コンビニ（店長）,単価の動き,・相変わらず節約志向が働いており、単価の吟味が厳しい状況である。特に11月は連休があってお金を使ったのか、財布のひもが固いという印象がある。,,
,,▲,コンビニ（店長）,競争相手の様子,・例年より雪が遅く気温も高いため、人はまだ動いているはずであるが、前年に比べて売上が落ちている。また、競合店の集中出店により飽和状態であり、単価よりも来客数が落ち込んでいる。,,
,,▲,衣料品専門店（店長）,お客様の様子,・客層によっては、気温の影響に関係なく商品を購入しているものの、一般消費者の冬物防寒着の需要が伸びていない。,,
,,▲,家電量販店（店長）,販売量の動き,・季節商材である暖房用品がまだ売れていない。また、エアコンなど白物家電は前年並みであるものの、期待をしていた４Ｋテレビ、パソコンなどの販売量は前年比95％となっており、全体的に少し弱含みとなっている。,,
,,▲,乗用車販売店（経営者）,販売量の動き,・雪の季節になることを考慮して、購入を来春に伸ばしたいという客が増えてきている。何か大きな特典が無い限り、購入を年内に前倒しさせることはかなり難しい状況である。,,
,,▲,乗用車販売店（経営者）,お客様の様子,・軽自動車業界は販売不振であり、他の販売チャネルもばらつきが目立っている。,,
,,▲,住関連専門店（経営者）,販売量の動き,・受注生産物件の工期の遅れで納期が11月から12月に変更になり、販売量が減少している。また、介護関係も冬期間のため利用客数が減ってきている。,,
,,▲,その他専門店［ガソリンスタンド］（営業担当）,単価の動き,・価格競争が局地的に激化しており、全国平均価格より10円近い安値での販売が続いている。このような一部の安売り業者の影響で採算を割る販売が続いている。冬場の灯油需要により収益悪化を防いでいるが、暖冬の影響で販売量も減少しており、灯油の販売量は今月中旬までは前年比80％前後で推移している。,,
,,▲,一般レストラン（経営者）,来客数の動き,・余裕のない暮らしをしている人が増えているようである。これまではレジャーの帰りに食事をすることが良くあったが、今は逆に連休になると極端にディナータイムの来客数が減少するという現象がおきている。,,
,,▲,一般レストラン（経営者）,販売量の動き,・今月は特に悪いとまではいかないものの、前月が良すぎたため、比べると売上が大分落ち込んでいる。,,
,,▲,観光型ホテル（スタッフ）,来客数の動き,・観光シーズンにもかかわらず団体客が減少しており、その分売上も減少している。,,
,,▲,観光型旅館（スタッフ）,来客数の動き,・時期的な要因もあり、来客数がだんだんと減少してきている。,,
,,▲,都市型ホテル（スタッフ）,来客数の動き,・２か月前から来客数が下降気味であり、フリーの来客数が落ち込んでいる。前年比も前月に引き続いてマイナスとなっており、回復傾向がみえない状況である。販売量も減少しているが、特に来客数の落ち込みが大きい。,,
,,▲,旅行代理店（経営者）,お客様の様子,・パリの同時多発テロを筆頭に、海外ではいろいろなテロが発生している。そのため、年末の海外旅行において、団体旅行、個人旅行共にその影響が表れ始めている。,,
,,▲,タクシー運転手,お客様の様子,・ますます乗り控えが目立ってきている。,,
,,▲,通信会社（営業担当）,競争相手の様子,・通信大手キャリアのインフラ事業の縮小化と、保全単価が安価になったことにより、下請企業のリストラが始まっている。３か月前より経費削減傾向が高まってきており、楽観視できない状況である。,,
