,,▲,一般小売店［医薬品］（経営者）,単価の動き,・10月は季節的に非常に過ごしやすく病気になる方は少ない。また、風邪をひいても容量の小さいものや価格の安いものを購入するため、客単価が前年より８％ほど減少している。,,
,,▲,百貨店（総務担当）,販売量の動き,・10月下旬に入ってから、客の消費の動きが停滞している。来客数はそれほど変わりないが、販売量の動きがやや鈍くなってきている。,,
,,▲,コンビニ（経営者）,来客数の動き,・競合店の新規出店があったわけでもないのに、来客数が連続で前年比を下回っている。キャンペーンなどの販促活動は続けているが、効果はあまり出ていない。特に、サラリーマン中心のお昼のお弁当類の売上がかなり落ち込んでいる。,,
,,▲,コンビニ（経営者）,来客数の動き,・今月は晴れて穏やかな日が多かったが、８～９月の天候の悪い日と比べても客の動きにそれほどの変化はなく、今月も少し悪いような状況である。,,
,,▲,コンビニ（経営者）,単価の動き,・スピードくじなどの本部施策により来客数は増加しているものの、客単価は低下している。,,
,,▲,コンビニ（エリア担当）,来客数の動き,・客単価は上昇しているが、来客数の減少分をカバーできていないため、売上は減少している。人口減少だけにとどまらず、労働力の減少も相まって、全体的に消費が増える構造にはなっていない。,,
,,▲,コンビニ（エリア担当）,競争相手の様子,・エリア内において競合チェーン店の出店が多く、来客数にも影響が出ている。,,
,,▲,コンビニ（店長）,競争相手の様子,・夏に比べて売上は減少している。また、競合店の影響も徐々に出てきているが、他の店舗の売上は順調に推移している。,,
,,▲,衣料品専門店（店長）,お客様の様子,・秋物商材の立ち上がりが早かった反面、10月に入ってからの気温上昇により冬物商材のニーズが減少しており、苦戦している。,,
,,▲,衣料品専門店（店長）,単価の動き,・お買い得な商品を購入する客が、前年から徐々に増えてきている。,,
,,▲,乗用車販売店（経営者）,販売量の動き,・販売台数は前年比70％、前々年比60％となっている。,,
,,▲,乗用車販売店（従業員）,来客数の動き,・土～日曜日の来客数がかなり減っている。,,
,,▲,乗用車販売店（店長）,販売量の動き,・通常であれば買換えを検討するような高額修理でも、買換えではなく修理を選ぶ客が多い。商談自体が少なく、新規来客数は前年比70％と閑散としている。,,
,,▲,住関連専門店（経営者）,来客数の動き,・今月は復興住宅への入居者がたびたび来店しているが、多くの客は消費意欲に乏しく、最小限の買物をする傾向にある。,,
,,▲,住関連専門店（経営者）,来客数の動き,・来客数、買上点数共に減少している。,,
,,▲,その他専門店［酒］（経営者）,販売量の動き,・今月はアルコール類の販売量が伸びていない。飲食店の話では、主な移動手段が車という地域柄、飲み会などには出るものの代行やタクシーの出費までの余裕がないのか、ノンアルコール飲料を飲む客が多いと聞いている。実際にノンアルコール類の販売量は良いものの、単価の高いアルコール類が伸びなければ状況は厳しい。,,
,,▲,その他専門店［靴］（従業員）,販売量の動き,・行楽シーズンで各地のイベントに足を運んでいるのか、来客数が減少している。,,
