,,▲,コピーサービス業（経営者）,受注量や販売量の動き,・夏場に入り店頭への来客数が減り、また、営業面でも受注量が減少傾向である。例年よりマイナスの大きい要因としては、13日から17日までの間の丸１週間を夏休みにする企業が多かったことが考えられる。,
,,▲,その他企業［企画業］（経営者）,取引先の様子,・取引先である印刷会社の夏季ボーナス支給額はかなり低かった、と各方面から聞いている。,
,,×,木材木製品製造業（経営者）,受注価格や販売価格の動き,・住宅部材の受注量減少のほか、販売単価が異常な安値となり、採算が急激に悪化している。,
"雇用
関連

(東北)",,◎,－,－,－,
,,○,人材派遣会社（社員）,求人数の動き,・新卒求人が増えている。,
,,□,人材派遣会社（社員）,求人数の動き,・８月は一服感があるものの、９月からの引き合い件数は例年と比較してあまり変わらない。,
,,□,人材派遣会社（社員）,求人数の動き,・派遣、紹介とも受注は堅調である。事業の縮小、撤退などで契約終了になるケースも無く、市場は安定している。コールセンターなど種類に偏りはあるものの、大型の商談もある。,
,,□,人材派遣会社（社員）,求人数の動き,・企業からの派遣オーダーに関しては、増加も減少もしていない状況が続いている。,
,,□,人材派遣会社（社員）,雇用形態の様子,・仙台ではまだまだ紹介予定派遣の案件が少ない。,
,,□,新聞社［求人広告］（担当者）,求人数の動き,・景気は東京中心で動き、仙台を始めとする地方都市では、求人数の動きも停滞気味であり、景気回復には至っていない。地方格差をなくす政策が出てこない限り、地方では本格的な景気回復とはいえない。,
,,▲,職業安定所（職員）,求人数の動き,・新規求人数、月間有効求人数共に前年同期比で10％台の減少であり、ここ数か月の減少傾向が続いている。また、新規求人倍率、有効求人倍率共に伸び悩んでいる。卸売小売業を除く全産業で新規求人数が減少となっている。,
,,▲,職業安定所（職員）,周辺企業の様子,・この地域では比較的大きな規模の製造業で、業務の一部を海外に移管することにより100人規模の人員削減を行っているほか、建設業でも倒産が散見される。,
,,×,－,－,－,
,,,,,,
　３．北関東（地域別調査機関：（財）日本経済研究所）,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,
"家計
動向
関連

(北関東)",,◎,コンビニ（経営者）,来客数の動き,・売上、来客数共に過去最高を記録し、前月に引き続き好調である。お盆の減少分も来客数の増加で取り戻している。新しいスタッフも入り、店内に初々しさがあふれている。,
,,○,商店街（代表者）,来客数の動き,・夏休みに入ってから大河ドラマの影響で来客数が増加している。,
,,○,スーパー（統括）,販売量の動き,・梅雨明けは予測に反して遅れたが、その後の酷暑のおかげで盛夏商品の販売が予想を上回り、売上を支えている。,
,,○,家電量販店（営業担当）,販売量の動き,・今月は季節商材が前年比220％で好調に終了している。薄型テレビも同125％、パソコンは新製品の発売前で品薄のため、同105％となっている。,
,,○,一般レストラン（経営者）,来客数の動き,・７月下旬の夏休みに入って以降、８月後半を過ぎても猛暑、好天が影響しているのか例年になくフリー客の入りが良い。,
,,○,旅行代理店（支店長）,お客様の様子,・今月は８月にもかかわらず、法人、団体の動きが活発である。７月に選挙があったことも考えられるが、例年以上に団体が動いたおかげである。個人の夏休みの動きは両極化が顕著に現れており、長期の海外旅行は良いが、近場の家族旅行などはあまり良くなく、国内も１泊の温泉旅行などで単価が比較的安い。,
